nivel;classe;padrao;vb;gdac;gdac_80;gdac_100;auxilio_alimentacao;ativo_80;ativo_100;gdac_50;aposentado_50;vigencia
AUXILIAR;ESPECIAL;III;1536.79;12.28;982.4;1228.0;1175.0;3694.19;3939.79;614.0;2150.79;01/01/2025
AUXILIAR;ESPECIAL;II;1535.33;12.2;976.0;1220.0;1175.0;3686.33;3930.33;610.0;2145.33;01/01/2025
AUXILIAR;ESPECIAL;I;1533.88;12.14;971.2;1214.0;1175.0;3680.08;3922.88;607.0;2140.88;01/01/2025
